PROBE_ID,GENE NAME
237561_x_at,AV736334
237562_at,BF478143
237563_s_at,AI286239
237564_at,AI286239
237565_at,GCC2
237566_at,BF060696
237567_at,STAB2
237568_at,H67156
237569_at,T78613
237570_x_at,AV738999
237571_at,AI458998
237572_at,UGT3A1
237573_at,BF508643
237574_at,BF508991
237575_at,AA682503
237576_x_at,LOC100506480
237577_at,PCNP
237578_at,H40700
237579_at,237579_at
237580_at,237580_at
237581_at,237581_at
237582_at,AW771563
237583_at,BE672379
237584_at,R60909
237585_at,C4orf47
237586_at,237586_at
237587_at,AI733359
237588_at,T83652
237589_at,AA682265
237590_at,237590_at
237591_at,LINC00173
237592_at,ZC2HC1B
237593_at,AI954651
237594_at,BE219187
237595_at,237595_at
237596_at,AI694281
237597_at,LOC100507525
237598_at,SEC1P
237599_at,237599_at
237600_at,237600_at
237601_at,LOC100507277
237602_at,H07100
237603_at,C1orf100
237604_at,237604_at
237605_at,AI829568
237606_at,CD53
237607_at,AW204566
237608_at,AW665177
237609_at,AI697532
237610_at,LOC100506037
237611_at,BE463978
237612_at,AI147392
237613_at,FOXR1
237614_at,LOC285740
237615_at,237615_at
237616_at,AA890362
237617_at,AI808144
237618_at,H68759
237619_at,FAM217A
237620_at,ODF3L2
237621_at,LOC100507007
237622_at,AI122776
237623_at,CST3
237624_at,237624_at
237625_s_at,IGKC
237626_at,AI801666
237627_at,LOC100506318
237628_at,BF196209
237629_at,BF510935
237630_s_at,FAM86B3P
237631_at,AW204887
237632_at,AA765387
237633_at,AW207437
237634_at,AA059476
237635_at,LOC100128164
237636_at,PPP2R2A
237637_at,BE669990
237638_at,AW269435
237639_at,TMEM207
237640_at,VCPKMT
237641_at,AW207712
237642_at,CTBP1-AS2
237643_at,BF511166
237644_at,AA477687
237645_at,LOC100506577
237646_x_at,PLEKHG5
237647_at,GHRL
237648_x_at,H10673
237649_at,COPS4
237650_at,237650_at
237651_x_at,LINC00518
237652_at,AI796835
237653_at,237653_at
237654_at,PPP1R36
237655_at,BF510450
237656_at,WWC2
237657_at,AI458942
237658_at,AI990272
237659_at,AW134826
237660_at,UNC80
237661_at,LOC100506997
237662_at,LOC646522
237663_at,AI681941
237664_at,AV745243
237665_at,AA020752
237666_at,XRRA1
237667_at,BF059726
237668_at,LOC100507201
237669_at,AA053713
237670_at,MIR663AHG
237671_at,AW450288
237672_at,H40306
237673_at,BE465103
237674_at,BF509849
237675_at,AI808321
237676_at,237676_at
237677_at,237677_at
237678_at,AW295525
237679_at,TRIM66
237680_at,AI821585
237681_at,237681_at
237682_at,AW002500
237683_s_at,AV719289
237684_at,LOC100507461
237685_at,LOC339760
237686_at,RNF219
237687_at,LOC283737
237688_at,BF433156
237689_at,SARS
237690_at,GPR115
237691_x_at,ENO3
237692_at,R98822
237693_at,R98978
237694_at,AI190291
237695_at,237695_at
237696_at,BF594228
237697_at,AW592261
237698_at,AI692664
237699_at,LINC00427
237700_at,AI939314
237701_at,C12orf54
237702_at,RBM45
237703_at,AI655394
237704_at,AW138920
237705_at,AI808303
237706_at,STXBP4
237707_at,AA100674
237708_at,BF509793
237709_at,LOC100507513
237710_at,BE500990
237711_at,ZNF705G
237712_at,AI393427
237713_at,BF432207
237714_at,AI939594
237715_at,AKNA
237716_at,AA699673
237717_x_at,BE176177
237718_at,EIF4E
237719_x_at,RGS7BP
237720_at,ASB4
237721_s_at,ASB4
237722_at,FLI1
237723_at,AV661798
237724_at,237724_at
237725_x_at,SMC5
237726_at,AV738293
237727_at,H20179
237728_at,AI733222
237729_at,RRS1-AS1
237730_at,LOC100130700
237731_at,LINC01010
237732_at,PRR9
237733_at,AA846804
237734_s_at,AI125824
237735_at,AI125824
237736_at,AI569844
237737_at,LOC100289026
237738_at,AI220369
237739_at,H71146
237740_at,AI910521
237741_at,SLC25A36
237742_at,AW138840
237743_at,BF509117
237744_at,BF511409
237745_at,TSC22D1-AS1
237746_at,SRSF11
237747_at,LOC100507281
237748_at,SCGB2B2
237749_at,AI027479
237750_at,XPNPEP3
237751_x_at,T78404
237752_at,AW341064
237753_at,IL21R
237754_at,AW188280
237755_s_at,WDR16
237756_at,PHOSPHO2
237757_at,AI247798
237758_at,AI425072
237759_at,CD48
237760_at,AA868586
237761_at,NEK6
237762_at,AI034192
237763_at,BE670795
237764_at,AI653327
237765_at,SLC25A47
237766_at,ATP9B
237767_at,LOC100508968
237768_x_at,237768_x_at
237769_at,AA778674
237770_at,AW340015
237771_s_at,AW340015
237772_at,AI732275
237773_at,R38633
237774_at,237774_at
237775_x_at,R49670
237776_at,ZADH2
237777_at,PFKFB1
237778_at,BG054792
237779_at,LOC100505711
237780_at,AA912525
237781_at,HORMAD2
237782_at,AW024001
237783_at,PLAC8L1
237784_at,SUB1
237785_at,ASB14
237786_at,237786_at
237787_at,BF056054
237788_at,AA019363
237789_at,AW274560
237790_at,H15165
237791_at,AA835006
237792_at,R95743
237793_at,C20orf78
237794_at,ANKRD30BL
237795_s_at,SP2
237796_at,AI733472
237797_at,DNM1L
237798_at,AI074612
237799_at,SLC22A12
237800_at,BE217811
237801_at,BF224381
237802_at,XKR4
237803_x_at,AA455236
237804_at,DNAH11
237805_at,LOC729296
237806_s_at,LOC729296
237807_at,SPATA12
237808_at,ST7-AS2
237809_at,237809_at
237810_at,CLDN6
237811_at,BE671576
237812_at,AI684424
237813_at,PCBP2
237814_at,AW293239
237815_at,AI692665
237816_at,AA702582
237817_at,237817_at
237818_at,AI690099
237819_at,CREB3L2
237820_at,BE327079
237821_at,237821_at
237822_at,AI962701
237823_at,AI637948
237824_at,AI217900
237825_x_at,R51853
237826_at,BE220308
237827_at,AI125404
237828_at,SRRM4
237829_at,237829_at
237830_at,AA700206
237831_x_at,MMAA
237832_at,H29490
237833_s_at,SNCAIP
237834_at,SNCAIP
237835_at,AI968097
237836_at,H02614
237837_at,BF433388
237838_at,AI075924
237839_at,BF433975
237840_at,LINC01118
237841_at,AI022702
237842_at,MAP7D3
237843_at,BF510392
237844_at,ZNF131
237845_at,AW182493
237846_at,AI022420
237847_at,NTN1
237848_at,LOC100996671
237849_at,237849_at
237850_at,237850_at
237851_at,R60900
237852_at,AA932539
237853_x_at,KRTAP10-12
237854_at,AI633785
237855_at,ZNF777
237856_at,RAP1GDS1
237857_at,AV650485
237858_s_at,MTUS2
237859_at,BE670493
237860_at,RBMS3
237861_at,BF062238
237862_at,LOC100506189
237863_at,TMPO
237864_at,AI990122
237865_x_at,AA520982
237866_at,PID1
237867_s_at,PID1
237868_x_at,AI791828
237869_at,GGACT
237870_at,BF434539
237871_x_at,AI692196
237872_at,LOC100505697
237873_s_at,AV659201
237874_at,AW438529
237875_at,BE501281
237876_at,237876_at
237877_at,AI983303
237878_at,237878_at
237879_at,AV649411
237880_at,AW629148
237881_at,AI821602
237882_at,AI656634
237883_at,AI027100
237884_x_at,TRPM7
237885_at,237885_at
237886_at,AA994026
237887_at,AI703397
237888_at,LOC553137
237889_s_at,LOC553137
237890_at,AW026356
237891_at,MDM2
237892_at,AV649100
237893_at,N39325
237894_at,C3orf22
237895_at,AV700930
237896_at,NODAL
237897_at,LOC100506357
237898_at,AA694174
237899_at,AW468943
237900_at,KLHDC4
237901_at,AV657369
237902_at,237902_at
237903_at,BF332654
237904_at,BF056965
237905_at,KRT25
237906_at,BE549644
237907_at,AV658165
237908_at,AV650645
237909_at,ADAM6
237910_x_at,FAM92A1
237911_at,BF057809
237912_at,BF432739
237913_at,LOC100506348
237914_s_at,AI693161
237915_at,CAND1.11
237916_at,AW590489
237917_at,NBPF8
237918_at,BE502455
237919_at,RFFL
237920_at,SYCP2
237921_at,237921_at
237922_at,AW573261
237923_at,AI733801
237924_at,AI821779
237925_at,BE502965
237926_s_at,AW817080
237927_at,AI697622
237928_at,237928_at
237929_at,C17orf50
237930_at,AI939586
237931_at,AI732263
237932_at,AW003130
237933_at,AI475124
237934_at,AI873296
237935_at,BF056251
237936_at,AI703186
237937_x_at,AI939541
237938_at,H65306
237939_at,EPHA5
237940_s_at,AV720804
237941_at,AV720804
237942_at,237942_at
237943_at,AI820802
237944_at,LRRFIP1
237945_at,AI651786
237946_at,AA017302
237947_at,AI336842
237948_at,AA054629
237949_at,BE465396
237950_s_at,AV649666
237951_at,R02328
237952_at,AA033987
237953_at,AI092511
237954_x_at,ARHGEF40
237955_at,C5orf58
237956_s_at,C5orf58
237957_at,LOC643711
237958_at,BE551169
237959_at,AW937500
237960_at,BE551545
237961_at,AV700092
237962_x_at,BF912264
237963_x_at,AA054125
237964_at,BF223804
237965_at,237965_at
237966_at,BF448038
237967_at,HAL
237968_at,ATL2
237969_at,237969_at
237970_at,BE504838
237971_at,AI341258
237972_at,AI651275
237973_at,AI733336
237974_at,ABHD12B
237975_at,LOC100505986
237976_at,N53787
237977_at,AI215189
237978_at,AI091008
237979_at,AI969784
237980_at,LINC00347
237981_at,CMYA5
237982_at,LOC100507572
237983_at,AI939535
237984_x_at,R61375
237985_at,BE646539
237986_at,AI076355
237987_x_at,AV657741
237988_at,EIF1B
237989_at,IGFBP1
237990_x_at,CACTIN
237991_at,N30071
237992_at,AI346031
237993_at,CHCHD5
237994_at,BE551550
237995_at,RIMBP2
237996_at,AV650867
237997_s_at,AV650867
237998_at,BE220868
237999_at,AW195867
238000_at,BF195340
238001_at,KCTD6
238002_at,GOLIM4
238003_at,HEPACAM
238004_at,PGBD2
238005_s_at,SIN3A
238006_at,SIN3A
238007_at,ZNF271
238008_at,PRR18
238009_at,AI446064
238010_at,C1orf174
238011_at,BF668314
238012_at,DPP7
238013_at,PLEKHA2
238014_at,TMEM194B
238015_at,C4orf46
238016_s_at,238016_s_at
238017_at,SDR16C5
238018_at,FAM150B
238019_at,PLIN5
238020_at,PSMC2
238021_s_at,CRNDE
238022_at,CRNDE
238023_at,BE747210
238024_at,AW975060
238025_at,MLKL
238026_at,RPL35A
238027_at,SPATA24
238028_at,C6orf132
238029_s_at,SLC16A14
238030_at,ZNF268
238031_at,AI476456
238032_at,238032_at
238033_at,HEXDC
238034_at,CANX
238035_at,SP3
238036_at,AI760776
238037_at,LMLN
238038_at,AI075662
238039_at,SCAMP1-AS1
238040_at,AW966903
238041_at,TCF12
238042_at,AW134485
238043_at,ARID1B
238044_at,AW002073
238045_at,TMEM65
238046_x_at,PWWP2B
238047_at,ARHGAP36
238048_at,CLASP2
238049_at,GRAMD3
238050_at,ANTXR2
238051_x_at,PWWP2B
238052_at,238052_at
238053_at,DHRSX
238054_at,ADPRHL1
238055_at,BG505277
238056_at,SDHC
238057_at,USP45
238058_at,PRR34-AS1
238059_at,BE728923
238060_s_at,B4GALNT4
238061_at,LGI3
238062_at,GPIHBP1
238063_at,TMEM154
238064_at,AW291332
238065_at,TPM3
238066_at,RBP7
238067_at,TBC1D8B
238068_at,ARIH2
238069_at,LOC100506090
238070_at,CHD1L
238071_at,LCN10
238072_at,AI073865
238073_at,ELAVL4
238074_at,WDR27
238075_at,CHEK1
238076_at,GATAD2B
238077_at,KCTD6
238078_at,SEC22A
238079_at,TPM3
238080_at,B4GALNT4
238081_at,WDFY3-AS2
238082_at,AA777270
238083_at,PARP10
238084_at,PCGF3
238085_at,LOC100507653
238086_at,LOC100129617
238087_at,RTCA
238088_at,BF511954
238089_at,MAN2C1
238090_at,HGSNAT
238091_at,238091_at
238092_at,AI277300
238093_at,C9orf173-AS1
238094_at,AW292905
238095_at,GATA5
238096_at,LOC284023
238097_at,GAS6-AS1
238098_at,238098_at
238099_at,AI827632
238100_at,AAK1
238101_at,BEND4
238102_s_at,BTBD19
238103_at,LOC100505989
238104_at,238104_at
238105_x_at,WNT7B
238106_at,AW771190
238107_at,AI377535
238108_at,AI401627
238109_at,AW104978
238110_at,PPP6R2
238111_at,SDCCAG3
238112_at,LOC283177
238113_at,AI962420
238114_at,PCMTD1
238115_at,DNAJC18
238116_at,DYNLRB2
238117_at,PPOX
238118_s_at,PPOX
238119_at,AW665321
238120_at,RPH3AL
238121_at,GK5
238122_at,RBM12B
238123_at,GABRQ
238124_at,MYOM3
238125_at,ADAMTS16
238126_at,AA886236
238127_at,GAS6-AS1
238128_at,TMEM200C
238129_s_at,FZD2
238130_at,NFATC2IP
238131_at,PHC2
238132_at,LOC100510009
238133_at,238133_at
238134_at,AW885748
238135_at,238135_at
238136_at,SHISA7
238137_at,AW173004
238138_at,CANX
238139_at,AI810034
238140_at,ARV1
238141_s_at,N21233
238142_at,AW029203
238143_at,LYPD8
238144_s_at,BF514993
238145_at,ZNF496
238146_at,AA836641
238147_at,TRIM46
238148_s_at,ZNF818P
238149_at,ZNF818P
238150_at,BF434118
238151_at,BF511636
238152_at,C11orf95
238153_at,PDE6B
238154_at,CEP70
238155_at,AI638235
238156_at,AW205632
238157_at,BF508660
238158_at,MEIG1
238159_at,AI381900
238160_at,ACOT12
238161_at,AA813859
238162_at,238162_at
238163_at,AW449674
238164_at,USP6NL
238165_at,LOC100129282
238166_s_at,C17orf51
238167_at,C17orf51
238168_at,TM4SF1
238169_at,AI307778
238170_at,BE327727
238171_at,SLC25A30
238172_at,AA192765
238173_at,TCEA2
238174_at,AI694129
238175_at,AI806909
238176_at,RAPGEF2
238177_at,SLC6A19
238178_at,238178_at
238179_at,BE857704
238180_at,AI382026
238181_at,AI911745
238182_at,AW450402
238183_at,238183_at
238184_at,AI765998
238185_at,AI950302
238186_at,H15087
238187_at,C2orf57
238188_at,AI989571
238189_at,SIN3A
238190_at,TUFM
238191_at,AW771908
238192_at,AW173236
238193_at,238193_at
238194_at,DGKK
238195_at,238195_at
238196_at,LOC285095
238197_at,GATA5
238198_at,238198_at
238199_x_at,COX3
238200_at,AA765240
238201_at,LOC100505786
238202_at,BE464106
238203_at,AA779230
238204_at,AI242160
238205_at,DCAF12L1
238206_at,RXFP1
238207_at,SMIM4
238208_at,N53978
238209_at,AW005925
238210_at,AW137224
238211_at,CASC16
238212_at,238212_at
238213_at,AW510697
238214_at,LRRC69
238215_at,SLC6A18
238216_at,238216_at
238217_at,AI808330
238218_at,OOEP
238219_at,C12orf50
238220_at,KDM6A
238221_at,R42863
238222_at,GKN2
238223_at,BF507896
238224_at,AI701459
238225_at,AW138801
238226_at,TMEM255B
238227_at,AI698001
238228_at,238228_at
238229_at,TMEM67
238230_x_at,MAN2C1
238231_at,NFYC
238232_at,AI634355
238233_at,AA490999
238234_at,BF055156
238235_at,AA013222
238236_at,BF194816
238237_at,238237_at
238238_at,AW873614
238239_at,WDR27
238240_at,238240_at
238241_at,EPHA5-AS1
238242_at,BF197535
238243_at,AW085501
238244_at,LINC00535
238245_at,ENPP7
238246_at,MTL5
238247_at,LOC100506942
238248_at,UMOD
238249_at,AI580150
238250_at,AI911318
238251_at,AI798899
238252_at,AI040743
238253_at,WDR72
238254_at,ZNF677
238255_at,AI285865
238256_at,AI939596
238257_at,MLLT10
238258_at,WBSCR28
238259_at,ADSSL1
238260_at,238260_at
238261_at,H93721
238262_at,SPDYA
238263_at,EPHA1-AS1
238264_at,BF110088
238265_x_at,BF514885
238266_at,AW295235
238267_s_at,BF476800
238268_at,BF476800
238269_at,AW241482
238270_x_at,BF476936
238271_x_at,W90010
238272_at,TPMT
238273_at,C7orf73
238274_at,AW294973
238275_at,HAP1
238276_at,BE504582
238277_at,238277_at
238278_at,AI204439
238279_x_at,BF062155
238280_at,CYB5RL
238281_at,BF593928
238282_at,BE670813
238283_at,LINC00635
238284_at,LOC100506154
238285_at,SOX5
238286_at,SPG7
238287_at,SLC7A13
238288_at,AW593384
238289_at,AI806045
238290_at,AA609179
238291_at,UFL1
238292_at,AW293033
238293_at,AW592412
238294_at,AW205208
238295_at,TEFM
238296_at,GLIPR1L1
238297_at,AI884781
238298_at,AI820804
238299_at,238299_at
238300_s_at,DAZAP2
238301_at,238301_at
238302_at,AW064223
238303_at,STT3B
238304_at,R45137
238305_at,238305_at
238306_at,H82959
238307_at,H67147
238308_at,AI962223
238309_x_at,238309_x_at
238310_at,AW515648
238311_at,BF940192
238312_s_at,B4GALT3
238313_at,AI096786
238314_x_at,BF942043
238315_s_at,ZNF567
238316_at,ZNF567
238317_x_at,BF439728
238318_at,AI346891
238319_at,LOC644090
238320_at,NEAT1
238321_at,TEAD2
238322_s_at,TEAD2
238323_at,TEAD2
238324_at,GATAD2A
238325_s_at,ODF3B
238326_at,ODF3B
238327_at,ODF3B
238328_at,MPRIP
238329_at,MPRIP
238330_s_at,MPRIP
238331_at,SPRN
238332_at,ANKRD29
238333_s_at,SPRN
238334_at,SPRN
238335_at,DNAJC21
238336_s_at,DNAJC21
238337_s_at,DNAJC21
238338_at,DCAF8
238339_x_at,LRIG1
238340_at,DCAF8
238341_at,LOC100506395
238342_at,BF677084
238343_x_at,AW390231
238344_at,238344_at
238345_at,SLC38A10
238346_s_at,TGS1
238347_at,SLC38A10
238348_x_at,AW390231
238349_at,UBN2
238350_at,UBN2
238351_x_at,AI792565
238352_s_at,AI792565
238353_at,RASL11A
238354_x_at,AI366965
238355_at,RBM39
238356_at,DOCK11
238357_at,RBM39
238358_x_at,AI366965
238359_at,LOC100505576
238360_s_at,LOC100505576
238361_s_at,AW086256
238362_at,AW271932
238363_at,AW015521
238364_x_at,GLI4
238365_s_at,C1orf228
238366_at,C1orf228
238367_s_at,C1orf228
238368_at,AW271932
238369_s_at,LOC100507186
238370_x_at,AI252081
238371_s_at,AI344149
238372_s_at,AI344149
238373_at,H1FNT
238374_at,H1FNT
238375_at,AI820887
238376_at,LOC100505564
238377_s_at,LOC101927067
238378_at,C14394
238379_x_at,C14394
238380_s_at,LOC100290278
238381_x_at,AW301313
238382_x_at,238382_x_at
238383_at,C6orf58
238384_x_at,AW268162
238385_at,C6orf58
238386_x_at,AI335375
238387_s_at,LINC00226
238388_x_at,AI792545
238389_s_at,AI458208
238390_at,AI254165
238391_at,AI612095
238392_at,AW301504
238393_at,AL047534
238394_at,AI612095
238395_at,AI254013
238396_at,AW876301
238397_at,AW876301
238398_s_at,BF805425
238399_x_at,BF805425
238400_at,ENDOV
238401_at,ENDOV
238402_s_at,ENDOV
238403_at,BE139685
238404_x_at,SEZ6L2
238405_at,AI792896
238406_x_at,SEZ6L2
238407_at,AI792880
238408_at,AW086258
238409_x_at,OXR1
238410_x_at,AI792495
238411_x_at,NREP
238412_at,RRN3P3
238413_at,RRN3P3
238414_at,AI252905
238415_at,238415_at
238416_x_at,ZC3H18
238417_at,PGM2L1
238418_at,SLC35B4
238419_at,PHLDB2
238420_at,TAOK1
238421_at,RC3H2
238422_at,LBX2-AS1
238423_at,SYTL3
238424_at,ADAL
238425_at,BG028041
238426_at,TMEM130
238427_at,GRPEL2
238428_at,KCNJ15
238429_at,TMEM71
238430_x_at,SLFN5
238431_at,W68845
238432_at,DLGAP1-AS1
238433_at,SNX5
238434_at,SMCR8
238435_at,LOC100506661
238436_s_at,ZNF805
238437_at,ZNF805
238438_at,CNOT6L
238439_at,ANKRD22
238440_at,CLYBL
238441_at,PRKAA2
238442_at,AA470761
238443_at,TFAM
238444_at,ZNF618
238445_x_at,MGAT5B
238446_at,GUSBP3
238447_at,RBMS3
238448_at,MRPL19
238449_at,SMG1P5
238450_at,PFKFB2
238451_at,MPP7
238452_at,FCRLB
238453_at,FGFBP3
238454_at,ZNF540
238455_at,AA329676
238456_at,LOC100289230
238457_at,DGKE
238458_at,MICU3
238459_x_at,SPATA6
238460_at,FAM83A
238461_at,EIF4E3
238462_at,UBASH3B
238463_at,LOC100506834
238464_at,LOC100510377
238465_at,SETD9
238466_at,R43486
238467_at,BE892293
238468_at,TNRC6B
238469_at,OGFRL1
238470_at,SYS1
238471_at,AI684833
238472_at,FBXO9
238473_at,KMT2E-AS1
238474_at,NUP43
238475_at,ALG10B
238476_at,CREBRF
238477_at,KIF1C
238478_at,BNC2
238479_at,DCUN1D5
238480_at,TTC39C
238481_at,MGP
238482_at,KLF7
238483_at,SSBP2
238484_s_at,SSBP2
238485_at,IQCH-AS1
238486_at,FRS2
238487_at,GNL1
238488_at,LRRC70
238489_at,PRKAA2
238490_at,KIAA2026
238491_at,TAF1A-AS1
238492_at,BF941414
238493_at,ZNF506
238494_at,TRAF3IP1
238495_at,N22360
238496_at,AA741074
238497_at,TMEM136
238498_at,AA583038
238499_at,SLC45A3
238500_at,EMP2
238501_at,238501_at
238502_at,BE886165
238503_at,LOC100506354
238504_at,C6orf57
238505_at,ADPRH
238506_at,LRRC58
238507_at,238507_at
238508_at,DBF4B
238509_at,CUL1
238510_at,ZNF720
238511_at,UBL7-AS1
238512_at,BF961733
238513_at,PRRG4
238514_at,TMEM25
238515_at,NUDT16
238516_at,BMPR2
238517_at,KLF7
238518_x_at,GLYCTK
238519_at,DDI2
238520_at,TRERF1
238521_at,AV707343
238522_at,AA908951
238523_at,KLHL36
238524_at,BE897147
238525_at,DDX56
238526_at,RAB3IP
238527_at,BG106878
238528_at,UBR1
238529_at,LOC730631
238530_at,NNT
238531_x_at,238531_x_at
238532_at,DPF3
238533_at,EPHA7
238534_at,LRRFIP1
238535_at,CEP152
238536_at,LOC286272
238537_at,AA330389
238538_at,ANKRD11
238539_at,HPS3
238540_at,LOC401320
238541_at,C21orf58
238542_at,ULBP2
238543_x_at,MDGA1
238544_at,AA618295
238545_at,BRD7
238546_at,SLC8A1
238547_at,HEXIM2
238548_at,AW863675
238549_at,CBFA2T2
238550_at,RUFY2
238551_at,FUT11
238552_at,BF028392
238553_at,AGAP10
238554_at,CYB5B
238555_at,238555_at
238556_at,AW295338
238557_at,CHKB-AS1
238558_at,AI445833
238559_at,AI269471
238560_at,CALCOCO2
238561_s_at,UTP23
238562_at,UTP23
238563_at,AV762916
238564_at,FAM171B
238565_at,BE348291
238566_at,238566_at
238567_at,SGPP2
238568_s_at,BE742377
238569_at,N45228
238570_at,238570_at
238571_at,BF055200
238572_at,STK16
238573_at,H19488
238574_at,SLC25A51
238575_at,OSBPL6
238576_at,MOCOS
238577_s_at,TSHZ2
238578_at,TMEM182
238579_at,C9orf85
238580_at,AW963544
238581_at,GBP5
238582_at,C21orf2
238583_at,MSRB3
238584_at,IQCA1
238585_at,GTDC1
238586_at,238586_at
238587_at,UBASH3B
238588_at,238588_at
238589_s_at,AW601184
238590_x_at,TMEM107
238591_at,HEXDC
238592_at,PDLIM3
238593_at,C11orf80
238594_x_at,DUSP8
238595_at,AV702101
238596_at,FRA10AC1
238597_at,ANKRD13C
238598_s_at,BE962709
238599_at,IRAK1BP1
238600_at,JAKMIP1
238601_at,PHKB
238602_at,DIS3L2
238603_at,LINC00925
238604_at,AA768884
238605_at,NOL4
238606_at,ZNF747
238607_at,ZNF296
238608_at,AI174988
238609_at,FAM200A
238610_s_at,AI906424
238611_at,AI906424
238612_at,AW298070
238613_at,ZAK
238614_x_at,ZNF430
238615_at,ERLIN2
238616_at,QDPR
238617_at,AW207243
238618_at,NF2
238619_at,AA417078
238620_at,AA678564
238621_at,FMN1
238622_at,RAP2B
238623_at,AI633559
238624_at,AA688152
238625_at,C1orf168
238626_at,ANKS6
238627_at,TRAPPC2L
238628_s_at,TRAPPC2L
238629_x_at,238629_x_at
238630_at,OPA3
238631_at,ZNF140
238632_at,LOC100505946
238633_at,EPC1
238634_x_at,AI924246
238635_at,C5orf28
238636_at,CACNA1C
238637_at,N24703
238638_at,SLC37A2
238639_x_at,LOC100288271
238640_at,SMIM12
238641_at,TMEM51-AS1
238642_at,ANKRD13D
238643_at,BE465173
238644_at,MYSM1
238645_at,AW361623
238646_at,238646_at
238647_at,C14orf28
238648_at,238648_at
238649_at,PITPNC1
238650_x_at,WDR89
238651_at,BF512491
238652_at,AW419203
238653_at,LRIG2
238654_at,VSIG10L
238655_at,ACAD10
238656_at,238656_at
238657_at,UBXN10
238658_at,AA832474
238659_at,KIAA0141
238660_at,WDFY3
238661_at,MIR124-2HG
238662_at,DPH6
238663_x_at,GRIA4
238664_s_at,MGC12916
238665_at,AI084583
238666_at,BF438300
238667_at,TCF20
238668_at,AI130690
238669_at,PTGS1
238670_at,RAD18
238671_at,EPHA4
238672_at,AW953952
238673_at,SAMD12
238674_at,AA491286
238675_x_at,BTF3L4
238676_at,BE856007
238677_at,WDR36
238678_at,LINC01000
238679_at,MESDC2
238680_at,METTL12
238681_at,GDPD1
238682_at,CCDC96
238683_at,ZNF524
238684_at,SETDB2
238685_at,STXBP5-AS1
238686_at,FBXO3
238687_x_at,ZNF770
238688_at,TPM1
238689_at,GPR110
238690_at,238690_at
238691_at,SNHG10
238692_at,BTBD11
238693_at,PHC3
238694_at,DGKE
238695_s_at,RAB39B
238696_at,HNRNPA1L2
238697_at,AA565509
238698_at,CASK
238699_s_at,CASK
238700_at,PIAS2
238701_x_at,COLCA1
238702_at,SPTSSB
238703_at,FAM207A
238704_at,BF245243
238705_at,AV701392
238706_at,PAPD4
238707_at,AW958449
238708_at,ZNF582-AS1
238709_at,ELP2
238710_at,TMEM86A
238711_s_at,ZNF148
238712_at,BF801735
238713_at,238713_at
238714_at,AA504249
238715_at,LOC646014
238716_at,FAM85A
238717_at,BE295812
238718_at,BF382322
238719_at,PPP2CA
238720_at,LOC100506582
238721_at,MDH1B
238722_x_at,NAPEPLD
238723_at,ATXN3
238724_at,R63824
238725_at,IRF1
238726_at,AW576443
238727_at,AA031832
238728_at,AA194266
238729_x_at,BF983202
238730_at,ARHGEF11
238731_at,SETDB2
238732_at,COL24A1
238733_at,238733_at
238734_at,BF528429
238735_at,AW979276
238736_at,REV3L
238737_at,TCEANC2
238738_at,PSMD7
238739_at,IPMK
238740_at,AARSD1
238741_at,FAM83A
238742_x_at,AW302207
238743_at,BG251692
238744_at,AI380529
238745_at,AA114990
238746_at,PXMP4
238747_at,R45692
238748_at,RAD18
238749_at,BF511654
238750_at,CCL28
238751_at,AI343000
238752_at,AA780295
238753_at,NCS1
238754_at,PTCH1
238755_at,RASSF10
238756_at,GAS2L3
238757_at,DBF4B
238758_at,AA749253
238759_at,CCDC88A
238760_at,YARS
238761_at,ELK4
238762_at,MTHFD2L
238763_at,RBM20
238764_at,CSAD
238765_at,ATP6V1G1
238766_at,AI800311
238767_at,AA482478
238768_at,C2orf68
238769_at,AW450572
238770_at,KIAA1456
238771_at,AW134523
238772_at,ZNF207
238773_at,METTL15
238774_at,AW960454
238775_at,AA088543
238776_x_at,OBSL1
238777_x_at,ATMIN
238778_at,MPP7
238779_at,DCP2
238780_s_at,AA506997
238781_at,SREK1
238782_at,BE877955
238783_at,TMEM161B
238784_at,DPY19L2
238785_at,AI632091
238786_at,ANK3
238787_at,DENND1B
238788_at,LOC494150
238789_at,KANK1
238790_at,LOC374443
238791_at,ZNF100
238792_at,PCNX
238793_at,TIGD7
238794_at,SFR1
238795_at,FAM208B
238796_at,AI524996
238797_at,TRIM11
238798_at,TAPT1
238799_at,ATP5S
238800_s_at,ZCCHC6
238801_at,RBM33
238802_at,TYSND1
238803_at,HECTD2
238804_at,AI433468
238805_at,C11orf52
238806_at,AA456945
238807_at,GAPDHP62
238808_at,HOXA13
238809_at,C5orf51
238810_at,RFX3
238811_at,ATP11B
238812_at,238812_at
238813_at,LOC100507005
238814_at,SLC35C2
238815_at,LRRTM1
238816_at,PSEN1
238817_at,RIMBP2
238818_at,KIAA1429
238819_at,ZNF347
238820_at,TMEM229B
238821_at,CSTF2
238822_at,AI743753
238823_at,FMNL3
238824_at,BF844863
238825_at,ACRC
238826_x_at,238826_x_at
238827_at,BE843544
238828_at,KIAA1919
238829_at,AI540253
238830_at,SOS2
238831_at,TMEM33
238832_at,KLHL34
238833_at,LOC729088
238834_at,MYLK3
238835_at,AV707318
238836_at,238836_at
238837_at,PHF8
238838_at,TCERG1
238839_at,OTX1
238840_at,LRRFIP1
238841_at,PTPDC1
238842_at,C10orf12
238843_at,NPHP1
